feature,rank,avg_rank,score_mutual_information,score_random_forest,score_f_statistic,score_variance
st_acf1,1,9.000000,0.000000,0.000000,0.000000,1.350432
ibi_sampen,2,12.750000,0.000000,0.000000,0.000000,25.171374
acc_svm_std,3,17.250000,0.000000,0.000000,0.000000,110.259302
acc_svm_mean,4,17.750000,0.000000,0.000000,0.000000,18.654483
eda_scl_mean,5,20.250000,0.000000,0.000000,0.000000,0.328358
ibi_sd2,6,21.250000,0.000000,0.000000,0.000000,0.968913
acc_spec_entropy,7,21.500000,0.000000,0.000000,0.000000,61.155590
ibi_sd1_sd2,8,22.000000,0.000000,0.000000,0.000000,0.743426
acc_dom_freq,9,22.000000,0.000000,0.000000,0.000000,4.216399
ibi_total_pow,10,22.500000,0.000000,0.000000,0.000000,0.975336
st_range,11,22.750000,0.000000,0.000000,0.000000,0.417175
acc_activity_count,12,22.750000,0.000000,0.000000,0.000000,2.629039
st_std,13,23.000000,0.000000,0.000000,0.000000,0.343891
acc_pow_sway,14,23.750000,0.000000,0.000000,0.000000,125.241130
acc_pow_tremor,15,23.750000,0.000000,0.000000,0.000000,8.314579
acc_corr_xz,16,24.500000,0.000000,0.000000,0.000000,1.729388
st_pow_ultra_slow,17,24.750000,0.000000,0.000000,0.000000,0.000000
st_pow_slow,18,24.750000,0.000000,0.000000,0.000000,0.000000
acc_pow_rapid,19,25.000000,0.000000,0.000000,0.000000,6.057833
acc_pow_voluntary,20,25.500000,0.000000,0.000000,0.000000,6.440689
acc_corr_xy,21,25.750000,0.000000,0.000000,0.000000,1.331506
st_min,22,26.000000,0.000000,0.000000,0.000000,0.312202
st_max,23,26.250000,0.000000,0.000000,0.000000,0.305055
st_slope,24,27.750000,0.000000,0.000000,0.000000,0.310643
st_rate_change,25,28.750000,0.000000,0.000000,0.000000,0.310643
ibi_sd1,26,29.000000,0.000000,0.000000,0.000000,0.505144
ibi_dfa_alpha1,27,29.250000,0.000000,0.000000,0.000000,0.354566
st_asymmetry,28,29.500000,0.000000,0.000000,0.000000,0.000000
st_delta,29,29.750000,0.000000,0.000000,0.000000,0.306900
acc_svm_range,30,30.250000,0.000000,0.000000,0.000000,9.434320
st_mean,31,31.250000,0.000000,0.000000,0.000000,0.287477
acc_svm_skew,32,31.250000,0.000000,0.000000,0.000000,3.505576
acc_y_std,33,31.500000,0.000000,0.000000,0.000000,16.443177
ibi_hfnu,34,31.500000,0.000000,0.000000,0.000000,0.481573
acc_x_std,35,31.750000,0.000000,0.000000,0.000000,23.473465
acc_z_std,36,32.000000,0.000000,0.000000,0.000000,5.146624
acc_z_zcr,37,33.000000,0.000000,0.000000,0.000000,0.832433
acc_x_zcr,38,36.500000,0.000000,0.000000,0.000000,0.724367
acc_y_zcr,39,37.500000,0.000000,0.000000,0.000000,0.583292
